name,NGC,NCC,OC,Hindex,i10,ALIS Score for rho between 0.0 to 0.1,(Normalized)ALIS Score for rho between 0.0 to 0.1,ALIS Score for rho between 0.1to 0.99,(Normalized) ALIS Score for rho between 0.1to 0.99,Rank
A435,0.1551,1,1,0.366666667,0.4,2.20E+50,0.6633,75723.05557,0.67248,5150
A9266,0.2756,1,1,0.866666667,0.933333333,2.20E+50,0.6632,75638.94514,0.67173,5151
A7070,0.3629,1,0.9101,0.833333333,0.933333333,2.20E+50,0.6632,75902.21265,0.67407,5152
A2227,0.1585,1,1,0.3,0.166666667,2.20E+50,0.6631,75385.84035,0.66948,5153
A791,0.4094,1,1,0.9,0.9,2.20E+50,0.6631,75817.46828,0.67332,5154
A6192,1,0.6314,1,0.5,0.766666667,2.20E+50,0.6631,75715.36976,0.67241,5155
A4571,1,0.5542,1,0.5,0.566666667,2.20E+50,0.6631,75751.05718,0.67273,5156
A4784,0.3403,1,1,0.366666667,0.4,2.20E+50,0.6631,75785.67169,0.67303,5157
A7679,0.4925,0.7164,1,0.266666667,0.033333333,2.20E+50,0.6630,75185.70986,0.66771,5158
A1953,0.2953,1,0.8758,0.433333333,0.666666667,2.20E+50,0.6630,75114.23637,0.66707,5159
A522,0.151,1,1,0.566666667,0.566666667,2.20E+50,0.6630,75801.34396,0.67317,5160
A5498,0.2345,1,1,0.633333333,0.733333333,2.20E+50,0.6629,75607.8558,0.67145,5161
A729,0.1178,1,1,0.5,0.533333333,2.20E+50,0.6629,75754.44504,0.67276,5162
A839,1,0.3124,1,0.6,0.666666667,2.20E+50,0.6629,75317.9287,0.66888,5163
A2516,1,0.637,1,0.666666667,0.666666667,2.20E+50,0.6629,75736.06504,0.67259,5164
A1534,0.1274,1,1,0.6,0.633333333,2.20E+50,0.6629,75281.89729,0.66856,5165
A9340,0.4557,1,1,0.766666667,0.8,2.20E+50,0.6629,76753.95304,0.68163,5166
A4323,0.4714,1,0.8124,0.333333333,0.033333333,2.20E+50,0.6629,75855.22664,0.67365,5167
A9972,0.3775,1,1,0.466666667,0.466666667,2.20E+50,0.6628,75678.65279,0.67208,5168
A9473,0.3634,1,1,0.7,0.8,2.20E+50,0.6628,75801.57965,0.67317,5169
A7167,0.2256,1,0.9198,0.333333333,0.033333333,2.20E+50,0.6628,75671.16313,0.67202,5170
A3525,1,1,1,0.533333333,0.833333333,2.20E+50,0.6628,75782.50212,0.67301,5171
A8863,1,0.7163,0.8529,0.6,0.7,2.20E+50,0.6628,75304.63345,0.66876,5172
A777,0.1211,1,1,0.6,0.6,2.19E+50,0.6628,75081.27813,0.66678,5173
A863,0.4727,1,0.8272,0.466666667,0.466666667,2.19E+50,0.6626,74952.26685,0.66563,5174
A7069,0.3028,1,1,0.6,0.6,2.19E+50,0.6626,74923.90913,0.66538,5175
A9636,1,0.6733,0.91,0.3,0.033333333,2.19E+50,0.6626,75035.24541,0.66637,5176
A214,0.3019,1,1,0.366666667,0.366666667,2.19E+50,0.6625,75015.86074,0.66620,5177
A2070,0.14,1,1,0.5,0.8,2.19E+50,0.6625,75404.17617,0.66965,5178
A1964,0.375,0.6979,1,0.233333333,0.166666667,2.19E+50,0.6625,75712.0002,0.67238,5179
A5683,1,1,0.6499,0.633333333,0.833333333,2.19E+50,0.6624,75650.68847,0.67183,5180
A8748,1,0.6157,0.7036,0.4,0.466666667,2.19E+50,0.6624,75767.54362,0.67287,5181
A2165,0.124,1,1,0.866666667,0.866666667,2.19E+50,0.6624,75705.84754,0.67232,5182
A6467,1,0.6282,0.9215,0.766666667,0.766666667,2.19E+50,0.6623,75114.84101,0.66708,5183
A4788,0.2219,1,1,0.4,0.5,2.19E+50,0.6623,75651.40111,0.67184,5184
A9876,1,0.7442,0.6512,0.333333333,0.3,2.19E+50,0.6622,74871.41509,0.66491,5185
A4492,1,1,1,0.433333333,0.433333333,2.19E+50,0.6622,75576.65445,0.67118,5186
A7763,0.1294,1,1,0.833333333,0.833333333,2.19E+50,0.6621,75664.5702,0.67196,5187
A6900,1,0.4194,1,0.1,0.033333333,2.19E+50,0.6621,74881.31621,0.66500,5188
A6248,1,0.2022,1,0.7,0.733333333,2.19E+50,0.6619,75608.5269,0.67146,5189
A7219,1,0.4655,1,0.533333333,0.8,2.19E+50,0.6618,75590.78686,0.67130,5190
A2012,1,0.2831,1,0.3,0.266666667,2.19E+50,0.6618,75933.03908,0.67434,5191
A2456,0.3878,1,1,0.266666667,0.1,2.19E+50,0.6618,74841.93234,0.66465,5192
A5622,0.5015,0.5666,1,0.8,0.833333333,2.19E+50,0.6618,75531.85355,0.67078,5193
A7374,1,0.6358,0.8526,0.566666667,0.566666667,2.19E+50,0.6618,75741.11714,0.67264,5194
A9479,1,1,1,0.433333333,0.466666667,2.19E+50,0.6618,75610.12733,0.67147,5195
A295,1,0.5702,1,0.733333333,0.966666667,2.19E+50,0.6618,75455.21654,0.67010,5196
A353,0.2101,1,1,0.566666667,0.633333333,2.19E+50,0.6617,75493.40706,0.67044,5197
A879,1,0.5279,1,0.9,0.966666667,2.19E+50,0.6616,75588.94766,0.67129,5198
A5157,1,0.1769,1,0.866666667,0.933333333,2.19E+50,0.6615,74839.22147,0.66463,5199
A8166,1,1,0.8419,0.366666667,0.366666667,2.19E+50,0.6615,75530.69602,0.67077,5200
A3553,1,1,0.9236,0.666666667,0.766666667,2.19E+50,0.6615,75177.42225,0.66763,5201
A8900,0.0993,1,1,0.266666667,0.1,2.19E+50,0.6615,75493.65436,0.67044,5202
A7639,1,0.7286,1,0.3,0.233333333,2.19E+50,0.6615,75470.57285,0.67024,5203
A4781,1,0.25,0.875,0.033333333,0,2.19E+50,0.6614,75473.77195,0.67026,5204
A4802,0.3677,1,1,0.3,0.166666667,2.19E+50,0.6614,74632.74085,0.66279,5205
A3480,1,0.2458,1,0.566666667,0.6,2.19E+50,0.6614,75447.54069,0.67003,5206
A7837,0.4749,1,1,0.566666667,0.833333333,2.19E+50,0.6614,75578.34646,0.67119,5207
A9416,1,1,0.7436,0.466666667,0.566666667,2.19E+50,0.6612,74896.05356,0.66513,5208
A3398,0.445,0.6756,1,0.8,0.9,2.19E+50,0.6612,74682.92696,0.66324,5209
A4857,1,0.6,1,0.333333333,0.066666667,2.19E+50,0.6612,75451.12863,0.67006,5210
A2606,0.125,1,1,0.566666667,0.566666667,2.19E+50,0.6612,75351.7423,0.66918,5211
A8905,0.4862,0.5688,1,0.433333333,0.433333333,2.19E+50,0.6611,74809.89873,0.66437,5212
A6093,0.4582,0.6255,1,0.7,0.7,2.19E+50,0.6611,75247.0797,0.66825,5213
A8693,1,0.4193,1,0.9,0.933333333,2.19E+50,0.6611,75488.24892,0.67039,5214
A1254,0.2332,1,0.9181,0.566666667,0.933333333,2.19E+50,0.6611,75467.51349,0.67021,5215
A9706,0.18,1,1,0.5,0.533333333,2.19E+50,0.6610,74845.09293,0.66468,5216
A4767,1,0.7219,1,0.566666667,0.633333333,2.19E+50,0.6610,74841.30136,0.66465,5217
A9104,1,0.3437,1,0.866666667,0.9,2.19E+50,0.6610,74764.13292,0.66396,5218
A7129,1,1,1,0.6,0.733333333,2.19E+50,0.6610,74653.63241,0.66298,5219
A2041,1,1,1,0.9,0.9,2.19E+50,0.6609,75118.0514,0.66710,5220
A233,0.3148,1,1,0.233333333,0.1,2.19E+50,0.6609,75410.61312,0.66970,5221
A7667,0.1273,1,1,0.8,0.933333333,2.19E+50,0.6609,75612.95341,0.67150,5222
A9735,1,1,1,0.7,0.7,2.19E+50,0.6608,75599.51929,0.67138,5223
A516,0.4123,1,0.8957,0.366666667,0.6,2.19E+50,0.6608,75470.10196,0.67023,5224
A4078,0.2434,1,1,0.333333333,0.3,2.19E+50,0.6608,75255.45224,0.66832,5225
A5152,1,1,0.6333,0.366666667,0.4,2.19E+50,0.6608,74623.27966,0.66271,5226
A2045,0.0012,1,1,0.933333333,0.933333333,2.19E+50,0.6607,75410.89375,0.66971,5227
A8753,0.374,1,1,0.433333333,0.433333333,2.19E+50,0.6607,74718.0184,0.66355,5228
A5412,1,0.46,1,0.366666667,0.7,2.19E+50,0.6607,75365.85276,0.66931,5229
A7577,1,0.6304,0.9191,0.633333333,0.766666667,2.19E+50,0.6606,74844.81279,0.66468,5230
A372,0.3725,1,1,0.6,0.666666667,2.19E+50,0.6606,75573.79137,0.67115,5231
A8950,0.0526,1,1,0.233333333,0.1,2.19E+50,0.6605,74728.08471,0.66364,5232
A1700,0.2525,1,1,0.333333333,0.266666667,2.19E+50,0.6605,75569.07209,0.67111,5233
A4971,1,0.7475,1,0.3,0.233333333,2.19E+50,0.6605,75342.98311,0.66910,5234
A6287,0.0588,1,1,0.1,0.033333333,2.19E+50,0.6605,74082.81279,0.65791,5235
A8328,1,0.5149,1,0.5,0.5,2.19E+50,0.6605,74905.43898,0.66522,5236
A1971,0.3615,1,1,0.233333333,0,2.19E+50,0.6605,75563.0621,0.67106,5237
A8258,1,0.2948,1,0.633333333,0.7,2.19E+50,0.6604,75432.62797,0.66990,5238
A959,0.2444,1,0.8593,0.466666667,0.466666667,2.19E+50,0.6604,75447.67807,0.67003,5239
A3005,1,0.5085,1,0.2,0.066666667,2.19E+50,0.6603,81968.1929,0.72794,5240
A3564,0.4988,1,1,0.466666667,0.5,2.19E+50,0.6603,75579.07023,0.67120,5241
A6425,1,0.5217,0.913,0.066666667,0,2.19E+50,0.6602,75424.9705,0.66983,5242
A5698,0.2747,1,0.8791,0.666666667,0.666666667,2.19E+50,0.6602,74970.54358,0.66579,5243
A8371,1,1,1,0.733333333,0.766666667,2.19E+50,0.6602,75514.16137,0.67062,5244
A5246,1,0.6786,0.7857,0.233333333,0.166666667,2.19E+50,0.6602,74715.52213,0.66353,5245
A8456,0.1791,1,1,0.5,0.5,2.19E+50,0.6600,75380.72384,0.66944,5246
A2693,1,1,1,0.3,0.266666667,2.19E+50,0.6600,75307.66787,0.66879,5247
A7103,0.4084,1,1,0.433333333,0.466666667,2.19E+50,0.6599,74909.7962,0.66526,5248
A6300,1,1,0.916,0.566666667,0.633333333,2.19E+50,0.6599,75538.94776,0.67084,5249
A3490,0.4682,1,0.8136,0.6,0.666666667,2.19E+50,0.6599,75409.54585,0.66969,5250
A3419,0.0357,1,1,0.133333333,0.033333333,2.18E+50,0.6597,74865.26672,0.66486,5251
A8893,1,0.4509,1,0.533333333,0.8,2.18E+50,0.6597,74659.86117,0.66304,5252
A5743,0.2526,1,1,0.4,0.4,2.18E+50,0.6597,74639.6751,0.66286,5253
A1427,0.2964,1,0.9019,0.366666667,0.466666667,2.18E+50,0.6597,74814.6184,0.66441,5254
A7045,0.4194,0.6452,1,0.166666667,0.1,2.18E+50,0.6596,74987.35533,0.66594,5255
A1954,1,0.4697,0.8636,0.2,0.1,2.18E+50,0.6596,75258.70078,0.66835,5256
A2181,0.3571,1,0.8988,0.266666667,0.2,2.18E+50,0.6596,75063.12744,0.66662,5257
A5929,1,1,0.8277,0.333333333,0.266666667,2.18E+50,0.6595,75365.06051,0.66930,5258
A5263,1,0.3547,1,0.8,0.9,2.18E+50,0.6595,75079.87928,0.66677,5259
A5337,0.1667,1,0.8333,0.033333333,0,2.18E+50,0.6594,74711.43181,0.66349,5260
A6617,1,1,0.2,0.033333333,0,2.18E+50,0.6594,75193.41997,0.66777,5261
A5964,1,0.6154,0.9231,0.033333333,0,2.18E+50,0.6593,74551.73361,0.66208,5262
A8654,0.3851,0.6646,1,0.466666667,0.466666667,2.18E+50,0.6592,74524.19846,0.66183,5263
A2793,1,1,1,0.4,0.5,2.18E+50,0.6592,75320.25211,0.66890,5264
A8395,0.2063,1,1,0.433333333,0.766666667,2.18E+50,0.6592,74761.39273,0.66394,5265
A8556,0.3167,1,0.85,0.2,0.166666667,2.18E+50,0.6592,75218.07087,0.66799,5266
A8717,0.0253,1,1,0.866666667,0.866666667,2.18E+50,0.6591,74680.76698,0.66322,5267
A278,1,0.5288,1,0.466666667,0.766666667,2.18E+50,0.6591,75192.81019,0.66777,5268
A1377,0.1502,1,1,0.433333333,0.5,2.18E+50,0.6590,74700.67641,0.66340,5269
A4904,0.3942,1,0.9135,0.333333333,0.3,2.18E+50,0.6590,75394.80559,0.66956,5270
A4276,1,0.626,0.746,0.833333333,0.9,2.18E+50,0.6589,74681.29015,0.66323,5271
A7749,1,1,0.7324,0.6,0.666666667,2.18E+50,0.6588,75165.04933,0.66752,5272
A9903,0.1091,1,1,0.1,0,2.18E+50,0.6588,75187.43702,0.66772,5273
A9574,0.1075,1,1,0.9,1,2.18E+50,0.6588,74499.62814,0.66161,5274
A4550,0.0677,1,1,0.866666667,0.866666667,2.18E+50,0.6586,75212.13833,0.66794,5275
A4635,0.0996,1,1,0.8,0.833333333,2.18E+50,0.6586,74557.29451,0.66212,5276
A1177,1,1,0.8056,0.5,0.7,2.18E+50,0.6583,75148.96635,0.66738,5277
A3088,0.2938,1,0.8573,0.633333333,0.633333333,2.18E+50,0.6583,74458.3992,0.66125,5278
A7192,1,0.2882,1,0.633333333,0.7,2.18E+50,0.6583,74592.12843,0.66243,5279
A1444,1,0.7246,0.9131,0.566666667,0.666666667,2.18E+50,0.6582,75253.42942,0.66831,5280
A3509,1,1,0.8556,0.433333333,0.433333333,2.18E+50,0.6581,74423.95204,0.66094,5281
A6176,1,0.5599,1,0.366666667,0.633333333,2.18E+50,0.6581,75215.93346,0.66797,5282
A3258,1,1,0.8589,0.8,0.8,2.18E+50,0.6580,81528.08415,0.72403,5283
A9590,1,1,0.9261,0.466666667,0.466666667,2.18E+50,0.6580,74395.21422,0.66069,5284
A4394,1,1,0.9118,0.266666667,0.033333333,2.18E+50,0.6580,74488.5528,0.66151,5285
A1722,1,0.538,1,0.4,0.4,2.18E+50,0.6579,74915.32755,0.66530,5286
A1252,0.4241,1,1,0.666666667,0.666666667,2.18E+50,0.6579,75241.54629,0.66820,5287
A2803,0.1195,1,1,0.6,0.766666667,2.18E+50,0.6579,74895.31256,0.66513,5288
A1568,1,0.284,1,0.2,0,2.18E+50,0.6578,75133.23906,0.66724,5289
A8397,1,1,0.7026,0.533333333,0.8,2.18E+50,0.6578,75206.91896,0.66789,5290
A8559,1,0.3927,1,0.8,0.8,2.18E+50,0.6578,75064.90856,0.66663,5291
A8452,1,0.4434,1,0.533333333,0.833333333,2.18E+50,0.6576,75107.96213,0.66702,5292
A4805,1,1,1,0.566666667,0.933333333,2.18E+50,0.6576,75064.296,0.66663,5293
A2466,0.4815,1,1,0.533333333,0.533333333,2.18E+50,0.6576,75053.48946,0.66653,5294
A7351,0.2874,1,1,0.3,0.133333333,2.18E+50,0.6576,75131.32797,0.66722,5295
A5932,0.44,1,0.8,0.1,0.033333333,2.18E+50,0.6575,75187.10341,0.66772,5296
A451,0.2701,1,1,0.233333333,0.166666667,2.18E+50,0.6575,80175.08664,0.71201,5297
A648,1,1,0.8839,0.3,0.233333333,2.18E+50,0.6575,74703.73448,0.66343,5298
A5084,1,0.5839,1,0.666666667,0.866666667,2.18E+50,0.6575,75675.12867,0.67205,5299
A4662,0.3256,1,1,0.2,0.033333333,2.18E+50,0.6575,74633.6964,0.66280,5300
A7863,1,1,0.9107,0.666666667,0.666666667,2.18E+50,0.6575,75259.75239,0.66836,5301
A8051,0.4512,0.626,1,0.866666667,0.866666667,2.18E+50,0.6574,75083.29445,0.66680,5302
A7164,1,1,0.8502,0.733333333,0.8,2.18E+50,0.6574,75008.03946,0.66613,5303
A4976,1,0.541,1,0.433333333,0.5,2.18E+50,0.6574,74961.01837,0.66571,5304
A1587,0.1351,1,1,0.3,0.033333333,2.18E+50,0.6573,75078.93975,0.66676,5305
A9056,1,1,0.4728,0.6,0.666666667,2.18E+50,0.6573,75144.64012,0.66734,5306
A2036,0.0485,1,1,0.933333333,0.933333333,2.18E+50,0.6573,74607.65211,0.66257,5307
A7403,1,1,0.7013,0.666666667,0.733333333,2.18E+50,0.6573,75091.26461,0.66687,5308
A8340,1,0.4136,0.8519,0.2,0.066666667,2.18E+50,0.6572,74214.57119,0.65908,5309
A9918,1,0.4985,1,0.966666667,1,2.18E+50,0.6571,74401.79202,0.66074,5310
A7519,1,1,0.8997,0.733333333,0.8,2.18E+50,0.6571,74867.65853,0.66488,5311
A6457,1,1,0.466,0.233333333,0.2,2.18E+50,0.6571,74833.6015,0.66458,5312
A3605,0.0655,1,1,0.466666667,0.533333333,2.18E+50,0.6571,74991.36525,0.66598,5313
A2178,0.17,1,1,0.566666667,0.866666667,2.18E+50,0.6571,75064.43896,0.66663,5314
A7240,0.168,1,1,0.666666667,0.8,2.18E+50,0.6571,74747.54186,0.66381,5315
A8735,0.0204,1,1,0.5,0.6,2.18E+50,0.6571,74837.96331,0.66462,5316
A5885,1,0.6038,1,0.4,0.433333333,2.18E+50,0.6569,74979.49624,0.66587,5317
A1159,1,0.7143,1,0.066666667,0,2.17E+50,0.6567,75053.44037,0.66653,5318
A209,0.1745,1,1,0.833333333,0.9,2.17E+50,0.6566,74411.91431,0.66083,5319
A8833,0.3671,0.7264,1,0.8,0.8,2.17E+50,0.6565,74958.64396,0.66569,5320
A6443,0.4857,0.6857,0.8943,0.466666667,0.566666667,2.17E+50,0.6565,75565.1832,0.67108,5321
A171,1,0.5377,0.9272,0.6,0.733333333,2.17E+50,0.6565,74969.97689,0.66579,5322
A3486,0.0616,1,1,0.533333333,0.666666667,2.17E+50,0.6565,78691.74487,0.69884,5323
A9453,0.0272,1,1,0.5,0.766666667,2.17E+50,0.6565,74370.82522,0.66047,5324
A2537,1,1,1,0.666666667,0.666666667,2.17E+50,0.6564,74704.8396,0.66344,5325
A3086,1,0.424,0.9082,0.5,0.533333333,2.17E+50,0.6564,75022.80798,0.66626,5326
A7251,1,0.4264,1,0.666666667,0.666666667,2.17E+50,0.6564,74725.31196,0.66362,5327
A8709,0.4379,0.6634,1,0.266666667,0.166666667,2.17E+50,0.6564,74934.15743,0.66547,5328
A2132,0.1567,1,0.9263,0.4,0.433333333,2.17E+50,0.6564,74258.79448,0.65947,5329
A7945,0.0175,1,1,0.366666667,0.466666667,2.17E+50,0.6563,75052.3878,0.66652,5330
A3822,0.1217,1,1,0.466666667,0.7,2.17E+50,0.6563,74413.5785,0.66085,5331
A7358,1,0.3631,1,0.766666667,0.766666667,2.17E+50,0.6562,74242.31907,0.65933,5332
A7632,0.2578,1,1,0.4,0.4,2.17E+50,0.6562,74953.78232,0.66565,5333
A6743,1,0.6676,0.8947,0.566666667,0.833333333,2.17E+50,0.6562,74841.15231,0.66465,5334
A1881,0.0419,1,1,0.3,0.2,2.17E+50,0.6562,74895.22991,0.66513,5335
A7176,1,1,0.9179,0.3,0.133333333,2.17E+50,0.6562,74611.54652,0.66261,5336
A8096,1,0.5114,1,0.666666667,0.666666667,2.17E+50,0.6561,74510.35602,0.66171,5337
A5813,1,1,1,0.333333333,0.166666667,2.17E+50,0.6561,74183.48,0.65881,5338
A5925,1,1,1,0.6,0.633333333,2.17E+50,0.6560,74271.18562,0.65958,5339
A3289,0.347,1,1,0.4,0.533333333,2.17E+50,0.6560,74618.65234,0.66267,5340
A2255,0.3678,1,1,0.433333333,0.433333333,2.17E+50,0.6560,74936.07044,0.66549,5341
A9028,0.4426,0.7541,1,0.566666667,0.733333333,2.17E+50,0.6560,74241.58418,0.65932,5342
A1770,1,0.5763,1,0.233333333,0.2,2.17E+50,0.6559,75046.82034,0.66647,5343
A6518,0.1463,1,1,0.166666667,0.133333333,2.17E+50,0.6559,74807.30328,0.66435,5344
A5467,0.2278,1,1,0.366666667,0.566666667,2.17E+50,0.6559,74997.08746,0.66603,5345
A4946,0.1551,1,1,0.6,0.6,2.17E+50,0.6559,75119.90657,0.66712,5346
A4674,0.3765,1,1,0.233333333,0.1,2.17E+50,0.6559,74556.60136,0.66212,5347
A4671,0.4564,0.7398,1,0.6,0.633333333,2.17E+50,0.6559,74185.79171,0.65883,5348
A5176,1,0.7192,1,0.333333333,0.3,2.17E+50,0.6558,74176.05059,0.65874,5349
A2169,1,0.4136,1,0.4,0.4,2.17E+50,0.6558,74683.5606,0.66325,5350
A8745,0.5064,0.5101,1,0.366666667,0.4,2.17E+50,0.6558,74172.96298,0.65871,5351
A6766,1,1,1,0.466666667,0.533333333,2.17E+50,0.6557,74830.15297,0.66455,5352
A681,1,0.4469,1,0.5,0.833333333,2.17E+50,0.6557,74862.58169,0.66484,5353
A6331,1,0.663,1,0.433333333,0.533333333,2.17E+50,0.6557,74996.88621,0.66603,5354
A6493,1,0.7088,0.901,0.566666667,0.9,2.17E+50,0.6557,74605.56739,0.66255,5355
A1339,1,1,0.7299,0.6,0.6,2.17E+50,0.6557,74791.77848,0.66421,5356
A3595,0.1769,1,1,0.2,0.166666667,2.17E+50,0.6556,74920.59756,0.66535,5357
A1638,0.2691,1,1,0.266666667,0.233333333,2.17E+50,0.6555,74872.71856,0.66493,5358
A8059,0.3909,1,0.9206,0.466666667,0.466666667,2.17E+50,0.6555,74916.4625,0.66531,5359
A1986,0.1732,1,1,0.466666667,0.466666667,2.17E+50,0.6554,74957.46965,0.66568,5360
A4481,1,0.6648,1,0.633333333,0.633333333,2.17E+50,0.6554,74135.58645,0.65838,5361
A6730,0.3906,1,1,0.8,0.933333333,2.17E+50,0.6554,74772.64235,0.66404,5362
A2207,1,1,0.8625,0.566666667,0.7,2.17E+50,0.6554,74617.34305,0.66266,5363
A8252,0.5,0.62,1,0.7,0.9,2.17E+50,0.6552,73986.80159,0.65706,5364
A3232,1,0.7251,1,0.5,0.8,2.17E+50,0.6552,75045.80507,0.66646,5365
A1943,0.0611,1,1,0.466666667,0.5,2.17E+50,0.6552,74554.53812,0.66210,5366
A3952,0.2906,1,1,0.3,0.1,2.17E+50,0.6551,74356.04402,0.66034,5367
A1026,0.1012,1,1,0.5,0.566666667,2.17E+50,0.6550,74855.29261,0.66477,5368
A2470,1,0.2081,1,0.466666667,0.6,2.17E+50,0.6549,74891.43661,0.66509,5369
A9147,0.325,1,1,0.233333333,0.1,2.17E+50,0.6548,75021.712,0.66625,5370
A6897,1,0.6679,0.8479,0.766666667,0.866666667,2.17E+50,0.6548,74993.41775,0.66600,5371
A7265,1,0.7009,0.9165,0.666666667,0.666666667,2.17E+50,0.6548,75252.17151,0.66830,5372
A2915,1,1,0.9144,0.333333333,0.066666667,2.17E+50,0.6548,74660.29152,0.66304,5373
A5955,1,0.623,1,0.133333333,0.1,2.17E+50,0.6548,74150.65193,0.65851,5374
A6932,1,1,0.8804,0.466666667,0.466666667,2.17E+50,0.6547,74880.59619,0.66500,5375
A837,1,0.4877,1,0.333333333,0.066666667,2.17E+50,0.6547,74050.83806,0.65763,5376
A7035,1,0.5014,1,0.5,0.633333333,2.17E+50,0.6546,74752.45196,0.66386,5377
A4574,1,0.0146,1,0.533333333,0.866666667,2.17E+50,0.6546,74069.47585,0.65779,5378
A2390,1,0.6944,1,0.133333333,0,2.17E+50,0.6546,74662.98957,0.66306,5379
A2959,1,1,0.6681,0.4,0.433333333,2.17E+50,0.6545,74066.60539,0.65777,5380
A1108,1,1,1,0.9,0.9,2.17E+50,0.6544,74735.80044,0.66371,5381
A6861,0.5,1,0.919,0.533333333,0.533333333,2.17E+50,0.6544,74832.87946,0.66457,5382
A3973,1,1,1,0.566666667,0.833333333,2.17E+50,0.6544,74004.53421,0.65722,5383
A9638,1,1,1,0.433333333,0.833333333,2.17E+50,0.6544,74169.60609,0.65868,5384
A7182,0.0833,1,1,0.166666667,0.066666667,2.17E+50,0.6542,74871.46704,0.66491,5385
A2192,0.4846,1,0.8873,0.7,0.966666667,2.17E+50,0.6542,74059.8462,0.65771,5386
A3907,1,1,0.6327,0.9,0.933333333,2.17E+50,0.6542,74804.71375,0.66432,5387
A566,0.0997,1,1,0.4,0.4,2.17E+50,0.6540,74749.21213,0.66383,5388
A4508,0.3741,0.6475,1,0.166666667,0,2.17E+50,0.6540,74673.43006,0.66316,5389
A4710,1,1,0.8964,0.433333333,0.433333333,2.17E+50,0.6540,74664.74178,0.66308,5390
A6128,0.4528,1,0.9057,0.433333333,0.6,2.17E+50,0.6540,74055.54955,0.65767,5391
A8724,0.3642,1,1,0.766666667,0.9,2.17E+50,0.6540,73979.45496,0.65699,5392
A6100,1,1,0.7759,0.2,0,2.17E+50,0.6539,74671.69018,0.66314,5393
A2431,1,1,1,0.533333333,0.566666667,2.17E+50,0.6539,74809.51501,0.66436,5394
A1625,0.0561,1,1,0.533333333,0.666666667,2.17E+50,0.6538,74735.55304,0.66371,5395
A5390,1,0.1337,1,0.366666667,0.366666667,2.17E+50,0.6538,74939.22026,0.66552,5396
A8644,0.0762,1,1,0.3,0.133333333,2.17E+50,0.6538,74625.71696,0.66273,5397
A1189,0.2307,1,1,0.466666667,0.533333333,2.17E+50,0.6538,74666.0957,0.66309,5398
A5597,1,0.5676,0.7027,0.133333333,0.066666667,2.16E+50,0.6537,75127.4466,0.66719,5399
A9691,0.2355,1,1,0.666666667,0.7,2.16E+50,0.6537,74616.04755,0.66265,5400
A9380,0.0365,1,1,0.5,0.833333333,2.16E+50,0.6537,74511.16457,0.66172,5401
A697,0.02,1,1,0.166666667,0.033333333,2.16E+50,0.6536,75095.6635,0.66691,5402
A8850,1,0.5694,0.789,0.466666667,0.566666667,2.16E+50,0.6536,74625.30038,0.66273,5403
A7906,0.4274,1,0.8565,0.5,0.733333333,2.16E+50,0.6536,74639.72703,0.66286,5404
A9450,0.3524,0.702,1,0.333333333,0.233333333,2.16E+50,0.6535,74599.33025,0.66250,5405
A2643,1,0.5094,1,0.366666667,0.366666667,2.16E+50,0.6535,74697.24973,0.66337,5406
A4594,0.1243,1,1,0.2,0.1,2.16E+50,0.6535,75120.40896,0.66713,5407
A1575,0.1962,1,1,0.3,0.166666667,2.16E+50,0.6535,74594.87924,0.66246,5408
A6724,1,0.6762,0.9009,0.366666667,0.4,2.16E+50,0.6534,74026.44496,0.65741,5409
A6440,0.3509,1,0.807,0.2,0.066666667,2.16E+50,0.6533,74259.04378,0.65948,5410
A3238,1,0.5,1,0.133333333,0.066666667,2.16E+50,0.6533,73901.22989,0.65630,5411
A7922,1,1,0.7719,0.366666667,0.433333333,2.16E+50,0.6533,74296.52656,0.65981,5412
A6469,1,0.7137,0.8429,0.9,0.9,2.16E+50,0.6532,73908.83692,0.65637,5413
A1825,1,0.2998,1,0.6,0.666666667,2.16E+50,0.6531,73968.93528,0.65690,5414
A835,1,0.7334,0.9053,0.5,0.8,2.16E+50,0.6531,74014.17946,0.65730,5415
A2064,1,1,0.8313,0.7,0.833333333,2.16E+50,0.6531,73867.50579,0.65600,5416
A2347,0.0345,1,1,0.133333333,0.066666667,2.16E+50,0.6530,74036.4408,0.65750,5417
A616,0.1,1,1,0.366666667,0.366666667,2.16E+50,0.6530,74079.30309,0.65788,5418
A7821,0.0972,1,1,0.466666667,0.9,2.16E+50,0.6530,74587.20823,0.66239,5419
A3789,0.2511,1,1,0.5,0.533333333,2.16E+50,0.6530,73859.64251,0.65593,5420
A5409,1,0.3947,1,0.333333333,0,2.16E+50,0.6529,74570.79895,0.66224,5421
A3142,1,0.3882,1,0.333333333,0.066666667,2.16E+50,0.6529,74799.12479,0.66427,5422
A7857,0.2166,1,1,0.4,0.633333333,2.16E+50,0.6529,74892.62667,0.66510,5423
A937,1,0.2327,1,0.4,0.4,2.16E+50,0.6528,74564.10759,0.66219,5424
A4424,1,1,1,0.366666667,0.4,2.16E+50,0.6528,74671.152,0.66314,5425
A8411,0.3756,0.722,1,0.3,0,2.16E+50,0.6528,73708.78044,0.65459,5426
A3052,0.0625,1,1,0.1,0.066666667,2.16E+50,0.6528,74395.89762,0.66069,5427
A5779,0.2086,1,1,0.7,0.766666667,2.16E+50,0.6528,74381.57422,0.66056,5428
