name,NGC,NCC,OC,Hindex,i10,ALIS Score for rho between 0.0 to 0.1,(Normalized)ALIS Score for rho between 0.0 to 0.1,ALIS Score for rho between 0.1to 0.99,(Normalized) ALIS Score for rho between 0.1to 0.99,Rank
A2103,1,0.59,1,0.4,0.5,3.31E+50,1.0000,112603.0875,1.00000,1
A5105,0.001,1,1,0.8,1,3.31E+50,1.0000,112603.0875,1.00000,2
A215,1,0.3446,1,0.533333333,0.766666667,3.30E+50,0.9979,112365.1263,0.99789,3
A8494,0.3085,1,1,0.466666667,0.7,3.30E+50,0.9979,112365.1293,0.99789,4
A8404,0.1111,1,1,0.133333333,0.1,3.30E+50,0.9979,112365.1293,0.99789,5
A1192,0.0678,1,1,0.566666667,0.633333333,3.30E+50,0.9979,112365.1293,0.99789,6
A9755,0.0068,1,1,0.6,0.833333333,3.30E+50,0.9968,112242.5758,0.99680,7
A1651,0.2562,1,1,0.533333333,0.8,3.30E+50,0.9967,112234.8293,0.99673,8
A9296,0.0294,1,1,0.833333333,0.933333333,3.30E+50,0.9967,112234.8293,0.99673,9
A7309,1,1,1,0.1,0.066666667,3.30E+50,0.9957,112120.1426,0.99571,10
A1577,1,1,0.9167,0.133333333,0.1,3.30E+50,0.9957,112120.1426,0.99571,11
A2475,1,0.5518,0.893,0.533333333,0.766666667,3.30E+50,0.9957,112120.1426,0.99571,12
A9566,0.2329,1,1,0.566666667,0.733333333,3.30E+50,0.9957,112120.1426,0.99571,13
A4147,1,0.6687,1,0.566666667,0.666666667,3.30E+50,0.9957,112120.1426,0.99571,14
A7540,0.2509,1,1,0.666666667,0.866666667,3.30E+50,0.9957,112120.1426,0.99571,15
A9218,1,0.6071,0.8699,0.433333333,0.6,3.30E+50,0.9957,112120.1426,0.99571,16
A1788,0.4386,1,1,0.566666667,0.766666667,3.30E+50,0.9957,112116.1441,0.99568,17
A3820,0.4696,0.5541,1,0.5,0.533333333,3.29E+50,0.9945,111983.9036,0.99450,18
A9623,0.1022,1,1,0.666666667,0.7,3.29E+50,0.9945,111892.2998,0.99369,19
A3405,1,1,1,0.6,0.866666667,3.29E+50,0.9934,111867.6555,0.99347,20
A7126,1,0.7307,1,0.833333333,0.833333333,3.29E+50,0.9934,111867.6555,0.99347,21
A3902,1,1,0.7485,0.533333333,0.533333333,3.29E+50,0.9934,111867.6555,0.99347,22
A7006,1,0.1423,1,0.466666667,0.5,3.29E+50,0.9934,111867.6555,0.99347,23
A3841,1,1,0.667,0.466666667,0.833333333,3.29E+50,0.9934,111867.6555,0.99347,24
A1537,1,1,1,0.7,0.8,3.29E+50,0.9934,111863.3794,0.99343,25
A9985,1,0.4745,0.8709,0.666666667,0.7,3.29E+50,0.9934,111863.3794,0.99343,26
A804,0.3462,0.7308,1,0.433333333,0.466666667,3.29E+50,0.9934,111863.3794,0.99343,27
A47,0.233,1,1,0.666666667,0.9,3.29E+50,0.9923,111737.3322,0.99231,28
A7622,1,0.5806,0.9032,0.066666667,0,3.29E+50,0.9923,111737.3282,0.99231,29
A9170,0.1233,1,1,0.4,0.466666667,3.29E+50,0.9923,111737.3322,0.99231,30
A1037,0.0629,1,1,0.5,0.866666667,3.29E+50,0.9923,111737.3322,0.99231,31
A8313,0.112,1,1,0.8,0.8,3.29E+50,0.9920,111710.6817,0.99207,32
A2453,1,1,0.8693,0.333333333,0.066666667,3.28E+50,0.9911,111607.1455,0.99116,33
A8492,1,0.6349,0.8389,0.5,0.666666667,3.28E+50,0.9911,111607.1455,0.99116,34
A3427,1,0.5417,0.7917,0.233333333,0.166666667,3.28E+50,0.9911,111607.1455,0.99116,35
A3446,0.3283,1,1,0.366666667,0.6,3.28E+50,0.9911,111486.0093,0.99008,36
A9753,0.26,1,1,0.4,0.5,3.28E+50,0.9911,111607.0929,0.99115,37
A5735,1,0.6998,1,0.733333333,0.766666667,3.28E+50,0.9911,111607.1455,0.99116,38
A8664,1,0.717,1,0.366666667,0.5,3.28E+50,0.9911,111607.1455,0.99116,39
A4907,1,0.5064,1,0.8,0.8,3.28E+50,0.9911,111607.1455,0.99116,40
A5182,1,0.6266,0.7068,0.8,0.933333333,3.28E+50,0.9911,111602.3319,0.99111,41
A7860,1,0.2253,0.9012,0.333333333,0.166666667,3.28E+50,0.9911,111602.561,0.99111,42
A3366,0.0714,1,1,0.233333333,0.033333333,3.28E+50,0.9911,111602.561,0.99111,43
A484,1,1,0.8354,0.866666667,0.9,3.28E+50,0.9911,111602.561,0.99111,44
A6947,0.3415,1,0.8806,0.733333333,0.866666667,3.28E+50,0.9910,111602.561,0.99111,45
A1639,0.4737,0.5789,1,0.5,0.5,3.28E+50,0.9909,111588.7708,0.99099,46
A8045,0.253,1,1,0.133333333,0,3.28E+50,0.9907,111565.5845,0.99079,47
A2677,1,0.5773,0.6495,0.2,0.166666667,3.28E+50,0.9904,111533.0545,0.99050,48
A758,1,0.4193,1,0.5,0.633333333,3.28E+50,0.9899,111472.5157,0.98996,49
A9355,0.5,0.5833,0.9167,0.066666667,0,3.28E+50,0.9899,111472.5157,0.98996,50
A4443,1,0.2941,1,0.066666667,0,3.28E+50,0.9899,111472.5157,0.98996,51
A494,1,0.705,0.8544,0.3,0.1,3.28E+50,0.9896,111443.8888,0.98971,52
A6036,0.0833,1,1,0.133333333,0.1,3.27E+50,0.9887,111300.8971,0.98844,53
A9184,1,0.5187,0.8852,0.466666667,0.6,3.27E+50,0.9887,111338.032,0.98877,54
A4528,1,0.6898,1,0.466666667,0.466666667,3.27E+50,0.9886,111333.0959,0.98872,55
A6953,0.4263,1,1,0.333333333,0.2,3.27E+50,0.9886,111333.1032,0.98872,56
A8126,0.4514,0.6037,1,0.533333333,0.533333333,3.27E+50,0.9886,111333.1032,0.98872,57
A8858,0.4744,0.6651,1,0.533333333,0.766666667,3.27E+50,0.9885,111318.2744,0.98859,58
A734,1,1,0.5845,0.5,0.5,3.27E+50,0.9879,111258.3118,0.98806,59
A7307,1,0.4824,1,0.5,0.5,3.27E+50,0.9874,111198.7709,0.98753,60
A382,0.0244,1,1,0.566666667,0.633333333,3.27E+50,0.9874,111198.7709,0.98753,61
A644,0.4526,0.7053,0.8842,0.233333333,0.166666667,3.27E+50,0.9874,111198.4412,0.98753,62
A6847,1,1,0.5746,0.4,0.4,3.27E+50,0.9873,111188.5262,0.98744,63
A5060,0.3482,1,1,0.666666667,0.666666667,3.27E+50,0.9873,111188.52,0.98744,64
A5693,0.3652,1,1,0.2,0.166666667,3.27E+50,0.9873,111188.5273,0.98744,65
A437,0.3281,1,0.7485,0.666666667,0.666666667,3.27E+50,0.9862,111059.6667,0.98629,66
A926,1,0.3158,1,0.366666667,0.366666667,3.27E+50,0.9862,110855.5129,0.98448,67
A8406,1,1,0.5385,0.9,0.9,3.27E+50,0.9861,111054.2514,0.98625,68
A338,1,1,1,0.366666667,0.4,3.27E+50,0.9860,111038.3585,0.98610,69
A1845,0.4336,1,1,0.466666667,0.6,3.27E+50,0.9860,111038.3585,0.98610,70
A7209,0.2991,0.7273,1,0.466666667,0.5,3.27E+50,0.9860,111038.1769,0.98610,71
A8550,0.2434,1,1,0.466666667,0.466666667,3.26E+50,0.9859,111041.8063,0.98613,72
A3619,1,0.529,1,0.633333333,0.9,3.26E+50,0.9857,111011.5352,0.98587,73
A9334,1,0.7433,1,0.5,0.566666667,3.26E+50,0.9853,110969.8418,0.98550,74
A9759,1,1,0.6083,0.6,0.6,3.26E+50,0.9849,110915.4104,0.98501,75
A3540,0.3156,1,1,0.533333333,0.566666667,3.26E+50,0.9849,110915.4104,0.98501,76
A5866,0.4094,1,0.8456,0.3,0.133333333,3.26E+50,0.9849,110915.4104,0.98501,77
A6365,1,0.4828,0.9286,0.533333333,0.533333333,3.26E+50,0.9848,110924.2572,0.98509,78
A673,0.4895,1,1,0.666666667,0.666666667,3.26E+50,0.9848,110924.2572,0.98509,79
A414,1,0.0625,1,0.2,0.166666667,3.26E+50,0.9847,110904.2813,0.98491,80
A1479,1,1,0.8027,0.566666667,0.7,3.26E+50,0.9836,110770.9224,0.98373,81
A2337,1,1,0.6486,0.133333333,0.1,3.26E+50,0.9836,110771.3228,0.98373,82
A6096,0.3111,0.7117,1,0.6,0.8,3.26E+50,0.9836,110771.3228,0.98373,83
A8459,0.1927,1,1,0.6,0.6,3.26E+50,0.9836,110771.3228,0.98373,84
A2517,0.1652,1,1,0.4,0.4,3.26E+50,0.9836,110771.3228,0.98373,85
A6212,1,1,1,0.733333333,0.8,3.26E+50,0.9836,110768.4721,0.98371,86
A8173,0.0053,1,1,0.5,0.6,3.26E+50,0.9836,110771.3228,0.98373,87
A4365,0.2737,1,1,0.5,0.5,3.26E+50,0.9836,110771.3228,0.98373,88
A5978,1,0.3816,1,0.5,0.533333333,3.26E+50,0.9835,110771.3228,0.98373,89
A6053,1,1,1,0.3,0.133333333,3.26E+50,0.9835,110765.5735,0.98368,90
A5881,0.2638,1,1,0.566666667,0.633333333,3.26E+50,0.9835,110765.5736,0.98368,91
A8933,1,0.6857,0.4286,0.233333333,0.033333333,3.26E+50,0.9835,110765.4639,0.98368,92
A3017,1,1,0.7432,0.3,0.1,3.26E+50,0.9833,110748.2675,0.98353,93
A1022,1,1,0.5794,0.433333333,0.7,3.26E+50,0.9833,110746.2091,0.98351,94
A1697,0.1774,1,1,0.466666667,0.5,3.25E+50,0.9826,110678.1476,0.98291,95
A1794,1,0.1501,1,0.6,0.8,3.25E+50,0.9826,110678.1476,0.98291,96
A7890,1,0.4171,0.6952,0.2,0.033333333,3.25E+50,0.9822,110575.2684,0.98199,97
A3725,1,0.1479,1,0.466666667,0.5,3.25E+50,0.9822,110621.6612,0.98240,98
A5826,0.1232,1,1,0.533333333,0.733333333,3.25E+50,0.9822,110621.4779,0.98240,99
A9390,1,1,0.9049,0.466666667,0.7,3.25E+50,0.9821,110609.6706,0.98230,100
A6543,1,1,0.8409,0.133333333,0.033333333,3.25E+50,0.9821,110609.6706,0.98230,101
A1300,1,1,1,0.5,0.566666667,3.25E+50,0.9820,110624.5892,0.98243,102
A9938,0.2635,1,1,0.766666667,0.966666667,3.25E+50,0.9818,110585.5613,0.98208,103
A7059,1,0.4705,1,0.533333333,0.566666667,3.25E+50,0.9815,110549.0722,0.98176,104
A2777,1,1,0.8668,0.566666667,0.6,3.25E+50,0.9814,110557.9562,0.98184,105
A2973,0.1156,1,1,0.766666667,0.766666667,3.25E+50,0.9810,110499.799,0.98132,106
A159,1,0.5939,1,0.5,0.5,3.25E+50,0.9808,110472.1816,0.98108,107
A873,1,0.2601,1,0.5,0.633333333,3.25E+50,0.9808,110472.1816,0.98108,108
A4984,1,0.1834,1,0.566666667,0.733333333,3.25E+50,0.9808,110472.1816,0.98108,109
A2131,0.1208,1,1,0.533333333,0.533333333,3.25E+50,0.9808,110472.119,0.98108,110
A5749,1,1,1,0.6,0.8,3.25E+50,0.9808,110472.1816,0.98108,111
A1814,1,0.1818,0.9091,0.033333333,0,3.25E+50,0.9808,110472.1816,0.98108,112
A1758,1,1,1,0.733333333,0.8,3.25E+50,0.9808,110465.9405,0.98102,113
A1606,1,0.3292,0.9183,0.433333333,0.466666667,3.25E+50,0.9808,110465.9405,0.98102,114
A8046,1,0.0545,1,0.233333333,0.2,3.25E+50,0.9806,110477.474,0.98112,115
A7972,0.3433,1,1,0.666666667,0.733333333,3.25E+50,0.9806,110447.1476,0.98085,116
A8987,0.4981,0.6641,1,0.3,0,3.25E+50,0.9806,110447.1476,0.98085,117
A3361,0.0404,1,1,0.5,0.533333333,3.25E+50,0.9806,110447.1476,0.98085,118
A7842,0.3155,1,0.8449,0.266666667,0.033333333,3.24E+50,0.9798,110370.9108,0.98018,119
A579,0.134,1,1,0.466666667,0.633333333,3.24E+50,0.9798,110370.9014,0.98018,120
A2236,1,0.6282,1,0.466666667,0.666666667,3.24E+50,0.9798,110370.9108,0.98018,121
A5332,1,0.5133,0.8683,0.433333333,0.8,3.24E+50,0.9796,110360.4626,0.98008,122
A5496,1,1,1,0.966666667,0.966666667,3.24E+50,0.9796,110360.4626,0.98008,123
A8562,1,0.6933,0.8243,0.4,0.433333333,3.24E+50,0.9794,110288.1085,0.97944,124
A7313,0.3173,1,1,0.566666667,0.8,3.24E+50,0.9794,110316.6503,0.97969,125
A1804,1,1,0.5758,0.133333333,0,3.24E+50,0.9794,110316.6503,0.97969,126
A888,1,0.613,1,0.666666667,0.666666667,3.24E+50,0.9794,110316.6503,0.97969,127
A8902,1,0.383,1,0.433333333,0.533333333,3.24E+50,0.9793,110303.6076,0.97958,128
A251,0.362,1,0.9095,0.9,0.933333333,3.24E+50,0.9791,110437.1781,0.98077,129
A7364,1,0.703,1,0.566666667,0.633333333,3.24E+50,0.9790,110277.3695,0.97935,130
A6844,1,1,1,0.7,0.733333333,3.24E+50,0.9786,110237.6239,0.97899,131
A8202,1,1,1,0.466666667,0.7,3.24E+50,0.9786,110237.6239,0.97899,132
A9765,0.0076,1,1,0.533333333,0.8,3.24E+50,0.9785,110239.8788,0.97901,133
A9470,1,0.631,0.9328,0.9,0.9,3.24E+50,0.9780,110161.3162,0.97832,134
A5342,1,0.5215,1,0.3,0.233333333,3.24E+50,0.9780,110160.787,0.97831,135
A9220,0.4015,1,1,0.633333333,0.633333333,3.24E+50,0.9780,110161.3155,0.97832,136
A8842,0.4981,1,0.8599,0.4,0.4,3.24E+50,0.9780,110161.3162,0.97832,137
A375,0.3293,1,1,0.566666667,0.6,3.24E+50,0.9780,110152.8799,0.97824,138
A2141,0.2434,1,1,0.533333333,0.566666667,3.24E+50,0.9780,110161.3162,0.97832,139
A6918,1,0.202,1,0.833333333,0.833333333,3.24E+50,0.9780,110161.3162,0.97832,140
A2846,1,0.089,1,0.7,0.7,3.24E+50,0.9780,110161.3162,0.97832,141
A2189,0.0244,1,1,0.233333333,0.166666667,3.24E+50,0.9780,110161.3162,0.97832,142
A3982,0.3253,0.6948,1,0.566666667,0.566666667,3.24E+50,0.9780,110161.3162,0.97832,143
A106,1,0.4181,0.8858,0.4,0.533333333,3.24E+50,0.9780,110161.3158,0.97832,144
A5533,1,0.4406,1,0.8,0.8,3.24E+50,0.9780,110161.3162,0.97832,145
A9752,1,1,0.8429,0.6,0.866666667,3.24E+50,0.9779,110154.515,0.97825,146
A1782,0.4352,1,0.909,0.833333333,0.9,3.24E+50,0.9777,110134.0208,0.97807,147
A9007,0.1591,1,1,0.166666667,0.033333333,3.24E+50,0.9774,110115.4793,0.97791,148
A5790,1,1,0.7692,0.066666667,0,3.24E+50,0.9774,110099.6023,0.97777,149
A2014,1,0.5954,1,0.333333333,0.166666667,3.24E+50,0.9774,110370.9108,0.98018,150
A1607,0.3066,1,1,0.466666667,0.466666667,3.24E+50,0.9769,110099.6023,0.97777,151
A2875,0.4989,1,0.8879,0.566666667,0.633333333,3.24E+50,0.9769,110050.8031,0.97733,152
A5801,0.0331,1,1,0.5,0.533333333,3.24E+50,0.9769,110050.8,0.97733,153
A9045,0.3134,1,0.8234,0.4,0.433333333,3.24E+50,0.9769,110050.8031,0.97733,154
A2840,0.4112,1,0.8185,0.6,0.8,3.23E+50,0.9765,109999.3863,0.97688,155
A6069,0.2673,1,1,1,1,3.23E+50,0.9765,109999.3863,0.97688,156
A8805,1,1,0.8292,0.7,0.966666667,3.23E+50,0.9764,109985.1417,0.97675,157
A6991,1,1,0.8731,0.366666667,0.6,3.23E+50,0.9764,109985.1417,0.97675,158
A8279,1,0.5849,1,0.933333333,1,3.23E+50,0.9764,109985.1417,0.97675,159
A8761,0.4515,0.6567,1,0.266666667,0.166666667,3.23E+50,0.9763,110316.6503,0.97969,160
A5006,1,1,1,0.533333333,0.533333333,3.23E+50,0.9761,109956.4689,0.97650,161
A1232,0.1961,1,1,0.566666667,0.566666667,3.23E+50,0.9761,109956.4689,0.97650,162
A2483,0.0093,1,1,0.7,0.7,3.23E+50,0.9759,110585.5613,0.98208,163
A4375,1,0.6152,0.8429,0.433333333,0.566666667,3.23E+50,0.9757,109870.5053,0.97573,164
A6734,0.2421,1,1,0.4,0.4,3.23E+50,0.9756,109912.992,0.97611,165
A9535,1,0.6943,1,0.366666667,0.366666667,3.23E+50,0.9754,109907.3097,0.97606,166
A5441,1,0.5172,1,0.366666667,0.5,3.23E+50,0.9750,109854.1251,0.97559,167
A9267,1,1,1,0.533333333,0.633333333,3.23E+50,0.9750,109837.6706,0.97544,168
A3797,1,0.7532,1,0.666666667,0.933333333,3.23E+50,0.9750,109837.6706,0.97544,169
A9929,1,1,0.8119,0.166666667,0.133333333,3.23E+50,0.9750,109837.6651,0.97544,170
A8898,1,0.735,1,0.2,0.1,3.23E+50,0.9750,109837.6706,0.97544,171
A6997,1,0.6667,1,0.333333333,0.066666667,3.23E+50,0.9749,109830.2255,0.97537,172
A3773,0.0459,1,1,0.7,0.766666667,3.23E+50,0.9749,109830.2278,0.97537,173
A3757,0.1519,1,1,0.2,0.166666667,3.23E+50,0.9747,109807.7447,0.97518,174
A6044,0.0215,1,1,0.466666667,0.733333333,3.23E+50,0.9747,109807.7986,0.97518,175
A4171,1,1,1,0.866666667,0.933333333,3.23E+50,0.9747,109807.7986,0.97518,176
A5422,0.2463,1,1,0.333333333,0.3,3.23E+50,0.9747,109807.7986,0.97518,177
A8970,1,0.5396,0.8884,0.5,0.533333333,3.23E+50,0.9743,109770.077,0.97484,178
A8867,0.2201,1,1,0.5,0.533333333,3.23E+50,0.9743,109770.077,0.97484,179
A8304,0.0682,1,1,0.133333333,0.1,3.23E+50,0.9743,109770.0754,0.97484,180
A5391,0.1854,1,0.8772,0.8,0.8,3.23E+50,0.9743,109779.0437,0.97492,181
A4226,0.0271,1,1,0.666666667,0.7,3.23E+50,0.9743,109779.0437,0.97492,182
A534,1,0.7295,0.7129,0.633333333,0.666666667,3.23E+50,0.9741,109644.7454,0.97373,183
A3242,0.1769,1,1,0.433333333,0.5,3.22E+50,0.9738,109659.8742,0.97386,184
A7528,1,1,1,0.433333333,0.766666667,3.22E+50,0.9738,109716.5357,0.97437,185
A1466,0.4232,1,0.9253,0.466666667,0.466666667,3.22E+50,0.9735,109668.736,0.97394,186
A9374,0.3337,1,1,0.566666667,0.866666667,3.22E+50,0.9735,109668.736,0.97394,187
A1539,0.4119,1,0.8238,0.566666667,0.566666667,3.22E+50,0.9735,109668.736,0.97394,188
A747,0.2727,1,1,0.2,0.066666667,3.22E+50,0.9735,109668.736,0.97394,189
A5726,0.0849,1,1,0.266666667,0.133333333,3.22E+50,0.9735,109668.736,0.97394,190
A6390,0.4095,1,1,0.233333333,0,3.22E+50,0.9735,109668.736,0.97394,191
A9597,1,0.5498,0.9177,0.366666667,0.366666667,3.22E+50,0.9732,109716.5357,0.97437,192
A4924,1,0.454,0.8697,0.533333333,0.633333333,3.22E+50,0.9731,109646.4003,0.97374,193
A5708,1,0.1082,1,0.666666667,0.8,3.22E+50,0.9731,109646.4003,0.97374,194
A6879,1,1,0.7569,0.466666667,0.5,3.22E+50,0.9730,109621.6335,0.97352,195
A7029,0.2484,1,0.8954,1,1,3.22E+50,0.9730,109621.6335,0.97352,196
A5072,0.385,0.6649,1,0.5,0.7,3.22E+50,0.9730,109621.6335,0.97352,197
A9156,0.1245,1,1,0.833333333,0.833333333,3.22E+50,0.9730,109621.6335,0.97352,198
A8062,1,0.5629,1,0.233333333,0.133333333,3.22E+50,0.9729,109621.6335,0.97352,199
A9126,1,0.7026,1,0.5,0.5,3.22E+50,0.9725,109573.8506,0.97310,200
A7705,0.3544,1,1,0.533333333,0.833333333,3.22E+50,0.9725,109573.8506,0.97310,201
A8107,0.4025,0.6022,1,0.4,0.533333333,3.22E+50,0.9722,109558.6069,0.97296,202
A6797,1,0.7266,1,0.666666667,0.733333333,3.22E+50,0.9719,109500.0352,0.97244,203
A5444,1,1,0.7786,0.2,0.166666667,3.22E+50,0.9719,109500.0352,0.97244,204
A3456,1,0.6024,0.9281,0.633333333,0.7,3.22E+50,0.9719,109499.9869,0.97244,205
A6661,0.4286,1,1,0.366666667,0.366666667,3.22E+50,0.9719,109500.0352,0.97244,206
A5115,1,0.4599,1,0.233333333,0.133333333,3.22E+50,0.9719,109500.0352,0.97244,207
A8475,0.346,1,1,0.7,0.733333333,3.22E+50,0.9719,109500.0352,0.97244,208
A273,1,1,0.7023,0.566666667,0.6,3.22E+50,0.9719,109500.0352,0.97244,209
A4952,1,1,1,0.233333333,0.033333333,3.22E+50,0.9719,109500.0301,0.97244,210
A2782,1,0.5989,1,0.466666667,0.533333333,3.22E+50,0.9719,109500.0352,0.97244,211
A4342,0.3605,1,0.8953,0.233333333,0,3.22E+50,0.9718,109491.8521,0.97237,212
A801,0.3496,0.7482,1,0.8,0.866666667,3.22E+50,0.9718,109491.8521,0.97237,213
A7186,1,1,0.8638,0.333333333,0,3.22E+50,0.9718,109491.8521,0.97237,214
A7875,1,1,1,0.366666667,0.366666667,3.22E+50,0.9716,109467.1805,0.97215,215
A6965,1,0.2193,1,0.9,0.9,3.22E+50,0.9712,109365.0986,0.97124,216
A5290,1,1,0.8875,0.533333333,0.566666667,3.22E+50,0.9712,109425.646,0.97178,217
A5408,1,0.2771,0.8535,0.533333333,0.533333333,3.22E+50,0.9712,109425.646,0.97178,218
A7242,1,1,0.8989,0.5,0.5,3.22E+50,0.9712,109425.646,0.97178,219
A3856,0.2436,1,1,0.6,0.6,3.21E+50,0.9706,109366.6029,0.97126,220
A3253,1,0.6626,1,0.633333333,0.8,3.21E+50,0.9703,109323.3963,0.97087,221
A3209,0.3533,1,0.8117,0.566666667,0.633333333,3.21E+50,0.9703,109323.3963,0.97087,222
A1148,0.2941,1,0.8824,0.1,0.033333333,3.21E+50,0.9703,109323.3963,0.97087,223
A2479,1,0.4755,1,0.5,0.866666667,3.21E+50,0.9703,109323.3963,0.97087,224
A1261,1,1,0.9233,0.633333333,0.666666667,3.21E+50,0.9701,109306.1692,0.97072,225
A6892,1,0.5899,1,0.566666667,0.566666667,3.21E+50,0.9701,109306.169,0.97072,226
A419,0.3614,1,1,0.8,0.833333333,3.21E+50,0.9701,109306.1692,0.97072,227
A5878,0.3066,1,1,0.566666667,0.6,3.21E+50,0.9701,109306.1692,0.97072,228
A1028,0.4269,0.6197,1,0.733333333,0.733333333,3.21E+50,0.9701,109306.1692,0.97072,229
A7941,0.0542,1,1,0.5,0.533333333,3.21E+50,0.9701,109306.1683,0.97072,230
A4588,1,0.2682,0.9148,0.433333333,0.466666667,3.21E+50,0.9699,109217.4742,0.96993,231
A8567,0.3352,1,1,0.866666667,0.9,3.21E+50,0.9698,109289.0964,0.97057,232
A7338,1,1,1,0.4,0.566666667,3.21E+50,0.9694,108984.5503,0.96786,233
A8578,1,1,0.739,0.833333333,0.833333333,3.21E+50,0.9687,109147.0086,0.96931,234
A2454,1,1,0.8518,0.3,0.2,3.21E+50,0.9687,109147.0139,0.96931,235
A398,0.3246,1,1,0.6,0.666666667,3.21E+50,0.9687,109147.0138,0.96931,236
A9944,0.3668,0.6884,1,0.366666667,0.433333333,3.21E+50,0.9687,109147.0139,0.96931,237
A2759,1,0.6869,0.8715,0.333333333,0.066666667,3.21E+50,0.9687,109147.0119,0.96931,238
A5515,0.2682,1,1,0.3,0.066666667,3.21E+50,0.9686,109147.0139,0.96931,239
A8590,0.4242,0.7011,1,0.533333333,0.533333333,3.21E+50,0.9686,109137.9645,0.96923,240
A3763,1,0.054,1,0.466666667,0.466666667,3.21E+50,0.9686,109137.9705,0.96923,241
A6537,1,0.5287,1,0.233333333,0.033333333,3.21E+50,0.9686,109137.9705,0.96923,242
A3526,0.3958,1,1,0.533333333,0.566666667,3.21E+50,0.9683,109110.6895,0.96898,243
A3001,1,1,0.3232,0.666666667,0.666666667,3.21E+50,0.9683,109110.6895,0.96898,244
A2975,0.2904,1,1,0.733333333,0.733333333,3.21E+50,0.9678,109064.7013,0.96858,245
A6355,1,0.3982,1,0.2,0.033333333,3.20E+50,0.9675,110765.4919,0.98368,246
A3033,1,0.4065,1,0.6,0.633333333,3.20E+50,0.9673,109500.0352,0.97244,247
A5674,1,0.7098,0.8999,0.7,0.7,3.20E+50,0.9673,109218.6506,0.96994,248
A7759,1,0.4515,1,0.633333333,0.633333333,3.20E+50,0.9672,109323.3963,0.97087,249
A2790,1,1,0.8383,0.533333333,0.6,3.20E+50,0.9669,108961.8574,0.96766,250
A1765,0.2408,1,1,0.5,0.533333333,3.20E+50,0.9669,108961.8574,0.96766,251
A5095,0.4042,0.7333,0.8625,0.333333333,0.133333333,3.20E+50,0.9669,108961.8574,0.96766,252
A8187,1,0.3141,1,0.866666667,0.933333333,3.20E+50,0.9667,108942.7615,0.96749,253
A7373,0.1611,1,1,0.733333333,0.766666667,3.20E+50,0.9667,108942.7615,0.96749,254
A1510,0.0714,1,1,0.266666667,0.166666667,3.20E+50,0.9667,108942.7615,0.96749,255
A6888,0.038,1,1,0.633333333,0.7,3.20E+50,0.9667,108942.7615,0.96749,256
A6648,0.2769,1,1,0.966666667,0.966666667,3.20E+50,0.9665,108841.7154,0.96660,257
A1771,0.3982,0.6109,1,0.433333333,0.666666667,3.20E+50,0.9664,109663.3247,0.97389,258
A4300,1,1,0.9195,0.4,0.4,3.20E+50,0.9663,108904.2304,0.96715,259
A6523,0.1835,1,0.9266,0.533333333,0.566666667,3.20E+50,0.9663,108904.2304,0.96715,260
A7066,1,0.1707,1,0.9,0.933333333,3.20E+50,0.9663,108913.0528,0.96723,261
A1070,0.3511,1,1,0.666666667,0.733333333,3.20E+50,0.9661,109137.9622,0.96923,262
A9855,0.0323,1,1,0.3,0.266666667,3.20E+50,0.9659,109191.8058,0.96971,263
A4699,0.4512,1,1,0.266666667,0,3.20E+50,0.9657,108845.5634,0.96663,264
A9794,1,0.443,1,0.533333333,0.533333333,3.20E+50,0.9652,108776.9837,0.96602,265
A4603,1,0.3973,1,0.8,0.8,3.20E+50,0.9652,108776.9837,0.96602,266
A2485,0.4097,1,0.903,0.533333333,0.666666667,3.20E+50,0.9652,108776.9837,0.96602,267
A1818,0.1087,1,1,0.166666667,0.1,3.20E+50,0.9652,108776.9837,0.96602,268
A8615,0.0986,1,1,0.133333333,0.033333333,3.20E+50,0.9652,108776.9837,0.96602,269
A9951,0.0455,1,1,0.633333333,0.633333333,3.20E+50,0.9652,108776.9837,0.96602,270
A1270,1,0.6577,0.8654,0.433333333,0.433333333,3.20E+50,0.9652,108776.9837,0.96602,271
A1065,1,1,0.8321,0.266666667,0.1,3.20E+50,0.9652,108776.8593,0.96602,272
A3070,0.3843,1,1,0.366666667,0.633333333,3.20E+50,0.9652,108776.9837,0.96602,273
A4479,0.1289,1,1,0.233333333,0,3.20E+50,0.9652,108776.9837,0.96602,274
A1524,1,1,0.8721,0.233333333,0,3.20E+50,0.9652,108776.9837,0.96602,275
A6536,1,0.697,0.8734,0.933333333,0.933333333,3.20E+50,0.9651,108762.5165,0.96589,276
A9820,0.0122,1,1,0.7,0.766666667,3.20E+50,0.9651,108766.932,0.96593,277
A3663,1,1,1,0.833333333,0.9,3.20E+50,0.9649,108764.1133,0.96591,278
A6008,0.0359,1,1,0.733333333,0.733333333,3.20E+50,0.9649,108765.6529,0.96592,279
A3436,0.4516,0.5968,1,0.1,0,3.20E+50,0.9649,108661.72,0.96500,280
A9806,0.4,1,1,0.133333333,0.033333333,3.20E+50,0.9648,108654.3605,0.96493,281
A3369,1,1,0.5429,0.666666667,0.666666667,3.20E+50,0.9648,108736.5885,0.96566,282
A9931,0.0372,1,1,0.866666667,0.933333333,3.20E+50,0.9648,108736.5184,0.96566,283
A6780,1,0.66,0.6789,0.766666667,0.9,3.20E+50,0.9648,108736.5885,0.96566,284
A446,1,1,0.9226,0.6,0.8,3.19E+50,0.9643,108685.3715,0.96521,285
